# 		k		<chi>		std
0.00000e+00 -4.50243e-01 3.87708e-02
5.00000e-02 -4.49905e-01 3.88095e-02
1.00000e-01 -4.49937e-01 3.84491e-02
1.50000e-01 -4.49496e-01 3.77490e-02
2.00000e-01 -4.48715e-01 3.76583e-02
2.50000e-01 -4.45555e-01 3.87744e-02
3.00000e-01 -4.41189e-01 4.13574e-02
3.50000e-01 -4.31387e-01 4.64352e-02
4.00000e-01 -4.19008e-01 5.26374e-02
4.50000e-01 -3.98537e-01 6.05400e-02
5.00000e-01 -3.74364e-01 6.80422e-02
5.50000e-01 -3.41433e-01 7.52749e-02
6.00000e-01 -3.04588e-01 8.04677e-02
6.50000e-01 -2.60256e-01 8.33456e-02
7.00000e-01 -2.12994e-01 8.29344e-02
7.50000e-01 -1.61045e-01 7.88322e-02
8.00000e-01 -1.09167e-01 7.12489e-02
8.50000e-01 -5.79662e-02 6.02881e-02
9.00000e-01 -1.29542e-02 4.81545e-02
9.50000e-01 2.27583e-02 3.74310e-02
1.00000e+00 4.37386e-02 3.37964e-02
1.05000e+00 4.59475e-02 3.86877e-02
1.10000e+00 2.73635e-02 4.64345e-02
1.15000e+00 -1.37410e-02 5.25794e-02
1.20000e+00 -7.22351e-02 5.39495e-02
1.25000e+00 -1.44645e-01 5.04846e-02
1.30000e+00 -2.18649e-01 4.26349e-02
1.35000e+00 -2.86555e-01 3.26681e-02
1.40000e+00 -3.34857e-01 2.41128e-02
1.45000e+00 -3.57335e-01 2.09985e-02
1.50000e+00 -3.48116e-01 2.27967e-02
1.55000e+00 -3.08462e-01 2.51074e-02
1.60000e+00 -2.44330e-01 2.50701e-02
1.65000e+00 -1.64569e-01 2.29833e-02
1.70000e+00 -8.18963e-02 1.98679e-02
1.75000e+00 -5.86280e-03 1.72224e-02
1.80000e+00 5.41294e-02 1.54126e-02
1.85000e+00 9.55916e-02 1.40392e-02
1.90000e+00 1.17365e-01 1.24294e-02
1.95000e+00 1.24724e-01 1.10845e-02
2.00000e+00 1.20907e-01 1.03406e-02
2.05000e+00 1.14410e-01 1.04878e-02
2.10000e+00 1.05221e-01 1.05895e-02
2.15000e+00 9.50046e-02 1.02234e-02
2.20000e+00 8.38605e-02 9.34579e-03
2.25000e+00 7.51490e-02 8.55804e-03
2.30000e+00 6.39608e-02 7.66161e-03
2.35000e+00 5.01904e-02 6.61274e-03
2.40000e+00 3.52107e-02 5.35390e-03
2.45000e+00 2.31056e-02 4.16853e-03
2.50000e+00 1.21561e-02 3.06751e-03
2.55000e+00 3.36711e-03 2.40423e-03
2.60000e+00 -2.63309e-03 2.55101e-03
2.65000e+00 -6.85935e-03 3.33082e-03
2.70000e+00 -8.96126e-03 4.16601e-03
2.75000e+00 -9.10674e-03 4.75771e-03
2.80000e+00 -7.65069e-03 4.96718e-03
2.85000e+00 -6.06509e-03 4.91694e-03
2.90000e+00 -3.59578e-03 4.39732e-03
2.95000e+00 -6.51926e-04 3.53757e-03
3.00000e+00 2.38679e-03 2.66387e-03
3.05000e+00 4.14612e-03 2.37583e-03
3.10000e+00 5.33302e-03 3.06868e-03
3.15000e+00 5.87635e-03 4.11155e-03
3.20000e+00 5.76490e-03 4.93773e-03
3.25000e+00 3.91175e-03 5.30530e-03
3.30000e+00 1.95036e-03 5.07800e-03
3.35000e+00 3.11476e-04 4.26062e-03
3.40000e+00 -6.81591e-04 2.99696e-03
3.45000e+00 -1.49396e-03 1.70652e-03
3.50000e+00 -1.05625e-03 1.80388e-03
3.55000e+00 6.86009e-04 3.06884e-03
3.60000e+00 3.56944e-03 4.20634e-03
3.65000e+00 7.23155e-03 4.84948e-03
3.70000e+00 1.13557e-02 4.86758e-03
3.75000e+00 1.51262e-02 4.34939e-03
3.80000e+00 1.76229e-02 3.51927e-03
3.85000e+00 1.84575e-02 2.65875e-03
3.90000e+00 1.64835e-02 2.21849e-03
3.95000e+00 1.14615e-02 2.28586e-03
4.00000e+00 3.79169e-03 2.51826e-03
4.05000e+00 -5.51195e-03 2.68048e-03
4.10000e+00 -1.53153e-02 2.76474e-03
4.15000e+00 -2.39041e-02 2.86582e-03
4.20000e+00 -2.97383e-02 3.02119e-03
4.25000e+00 -3.21021e-02 3.15318e-03
4.30000e+00 -3.05912e-02 3.25773e-03
4.35000e+00 -2.57590e-02 3.31327e-03
4.40000e+00 -1.88820e-02 3.31452e-03
4.45000e+00 -1.18460e-02 3.25159e-03
4.50000e+00 -5.92688e-03 3.16653e-03
4.55000e+00 -2.19218e-03 3.18061e-03
4.60000e+00 -9.32786e-04 3.45235e-03
4.65000e+00 -1.67699e-03 3.99644e-03
4.70000e+00 -3.18152e-03 4.58511e-03
4.75000e+00 -3.94251e-03 4.94123e-03
4.80000e+00 -2.60788e-03 4.93639e-03
4.85000e+00 1.35979e-03 4.76380e-03
4.90000e+00 8.11551e-03 4.90068e-03
4.95000e+00 1.68210e-02 5.82066e-03
5.00000e+00 2.60120e-02 7.31748e-03
5.05000e+00 3.39281e-02 8.78406e-03
5.10000e+00 3.92814e-02 9.73715e-03
5.15000e+00 4.12013e-02 9.89947e-03
5.20000e+00 3.95729e-02 9.28466e-03
5.25000e+00 3.49484e-02 8.24709e-03
5.30000e+00 2.83626e-02 7.46979e-03
5.35000e+00 2.09036e-02 7.57916e-03
5.40000e+00 1.34073e-02 8.42180e-03
5.45000e+00 6.20025e-03 9.24804e-03
5.50000e+00 -6.23015e-04 9.52059e-03
5.55000e+00 -7.34894e-03 9.08022e-03
5.60000e+00 -1.42318e-02 8.17016e-03
5.65000e+00 -2.11474e-02 7.33744e-03
5.70000e+00 -2.76203e-02 7.20026e-03
5.75000e+00 -3.28677e-02 7.75909e-03
5.80000e+00 -3.60206e-02 8.48487e-03
5.85000e+00 -3.63332e-02 8.93487e-03
5.90000e+00 -3.39245e-02 9.07781e-03
