# 		k		<chi>		std
0.00000e+00 2.72222e-01 7.07277e-02
5.00000e-02 2.54545e-01 6.69275e-02
1.00000e-01 2.37297e-01 6.66710e-02
1.50000e-01 1.84702e-01 6.59605e-02
2.00000e-01 1.30752e-01 6.53654e-02
2.50000e-01 3.90698e-02 6.46442e-02
3.00000e-01 -5.48231e-02 6.43051e-02
3.50000e-01 -1.85933e-01 6.43763e-02
4.00000e-01 -3.16748e-01 6.49909e-02
4.50000e-01 -4.75930e-01 6.59907e-02
5.00000e-01 -6.25617e-01 6.68083e-02
5.50000e-01 -7.83246e-01 6.65239e-02
6.00000e-01 -9.14801e-01 6.44590e-02
6.50000e-01 -1.02466e+00 5.92663e-02
7.00000e-01 -1.08920e+00 5.14989e-02
7.50000e-01 -1.10287e+00 4.09748e-02
8.00000e-01 -1.05991e+00 3.15865e-02
8.50000e-01 -9.52940e-01 2.87668e-02
9.00000e-01 -7.98705e-01 3.52382e-02
9.50000e-01 -5.96830e-01 4.51050e-02
1.00000e+00 -3.82833e-01 5.23672e-02
1.05000e+00 -1.66510e-01 5.45099e-02
1.10000e+00 1.32114e-02 5.09916e-02
1.15000e+00 1.43888e-01 4.25975e-02
1.20000e+00 2.05039e-01 3.25680e-02
1.25000e+00 1.95339e-01 2.52144e-02
1.30000e+00 1.26646e-01 2.45210e-02
1.35000e+00 1.56985e-02 2.74788e-02
1.40000e+00 -1.01594e-01 2.91739e-02
1.45000e+00 -2.00773e-01 2.80312e-02
1.50000e+00 -2.50589e-01 2.50293e-02
1.55000e+00 -2.40123e-01 2.22021e-02
1.60000e+00 -1.69466e-01 2.09686e-02
1.65000e+00 -5.21792e-02 2.07576e-02
1.70000e+00 8.11380e-02 2.00519e-02
1.75000e+00 2.06217e-01 1.83049e-02
1.80000e+00 2.90706e-01 1.59272e-02
1.85000e+00 3.25687e-01 1.39436e-02
1.90000e+00 3.04586e-01 1.26982e-02
1.95000e+00 2.43200e-01 1.20874e-02
2.00000e+00 1.59611e-01 1.14246e-02
2.05000e+00 7.45444e-02 1.08619e-02
2.10000e+00 1.08056e-02 1.02624e-02
2.15000e+00 -2.14135e-02 9.20045e-03
2.20000e+00 -2.54664e-02 7.62056e-03
2.25000e+00 -1.85872e-02 6.95893e-03
2.30000e+00 -1.02691e-02 6.78477e-03
2.35000e+00 -7.45167e-03 6.30517e-03
2.40000e+00 -1.18976e-02 5.26138e-03
2.45000e+00 -1.45480e-02 4.63573e-03
2.50000e+00 -1.76504e-02 4.20536e-03
2.55000e+00 -1.99413e-02 3.90294e-03
2.60000e+00 -2.02620e-02 3.57842e-03
2.65000e+00 -2.03498e-02 3.27941e-03
2.70000e+00 -1.88931e-02 2.92938e-03
2.75000e+00 -1.60889e-02 2.62477e-03
2.80000e+00 -1.25110e-02 2.39076e-03
2.85000e+00 -9.81561e-03 2.21953e-03
2.90000e+00 -6.56804e-03 1.99254e-03
2.95000e+00 -3.25637e-03 1.75845e-03
3.00000e+00 -3.13368e-04 1.68834e-03
3.05000e+00 2.90914e-03 1.92338e-03
3.10000e+00 5.00930e-03 2.23827e-03
3.15000e+00 5.57561e-03 2.42221e-03
3.20000e+00 4.49327e-03 2.40878e-03
