# 		k		<chi>		std
0.00000e+00 9.38711e-02 2.67663e-01
5.00000e-02 8.54327e-02 2.58042e-01
1.00000e-01 7.50241e-02 2.49269e-01
1.50000e-01 4.41705e-02 2.23279e-01
2.00000e-01 1.33016e-02 1.97551e-01
2.50000e-01 -3.64343e-02 1.56768e-01
3.00000e-01 -8.52410e-02 1.19216e-01
3.50000e-01 -1.48966e-01 8.01517e-02
4.00000e-01 -2.08845e-01 7.30364e-02
4.50000e-01 -2.76944e-01 1.08330e-01
5.00000e-01 -3.36017e-01 1.55634e-01
5.50000e-01 -3.94203e-01 2.07674e-01
6.00000e-01 -4.37030e-01 2.49084e-01
6.50000e-01 -4.69174e-01 2.81877e-01
7.00000e-01 -4.81323e-01 2.98407e-01
7.50000e-01 -4.75751e-01 2.99410e-01
8.00000e-01 -4.50650e-01 2.84480e-01
8.50000e-01 -4.07291e-01 2.53707e-01
9.00000e-01 -3.51947e-01 2.12934e-01
9.50000e-01 -2.86037e-01 1.62256e-01
1.00000e+00 -2.21332e-01 1.11044e-01
1.05000e+00 -1.59360e-01 6.08960e-02
1.10000e+00 -1.11962e-01 3.04884e-02
1.15000e+00 -7.97011e-02 4.43784e-02
1.20000e+00 -6.79123e-02 6.67570e-02
1.25000e+00 -7.43003e-02 8.04161e-02
1.30000e+00 -9.40277e-02 8.31669e-02
1.35000e+00 -1.21322e-01 7.60135e-02
1.40000e+00 -1.44200e-01 6.41929e-02
1.45000e+00 -1.56139e-01 5.05757e-02
1.50000e+00 -1.47588e-01 4.20771e-02
1.55000e+00 -1.16589e-01 3.95543e-02
1.60000e+00 -6.51772e-02 4.24885e-02
1.65000e+00 1.27428e-03 4.92038e-02
1.70000e+00 6.94135e-02 5.70067e-02
1.75000e+00 1.31044e-01 6.40388e-02
1.80000e+00 1.72384e-01 6.42620e-02
1.85000e+00 1.91467e-01 5.66002e-02
1.90000e+00 1.84854e-01 3.95720e-02
1.95000e+00 1.59908e-01 1.95188e-02
2.00000e+00 1.23259e-01 2.18627e-02
2.05000e+00 8.39760e-02 4.28765e-02
2.10000e+00 5.10844e-02 5.66488e-02
2.15000e+00 2.96743e-02 5.85179e-02
2.20000e+00 1.89161e-02 5.02282e-02
2.25000e+00 1.18996e-02 4.06647e-02
2.30000e+00 7.42492e-03 2.89121e-02
2.35000e+00 2.99423e-03 1.75147e-02
2.40000e+00 -2.51343e-03 8.82781e-03
2.45000e+00 -6.84385e-03 4.65145e-03
2.50000e+00 -1.05751e-02 5.92900e-03
2.55000e+00 -1.32393e-02 7.37390e-03
2.60000e+00 -1.43732e-02 7.31951e-03
2.65000e+00 -1.53551e-02 6.35158e-03
2.70000e+00 -1.49661e-02 4.65619e-03
2.75000e+00 -1.32852e-02 3.14709e-03
2.80000e+00 -1.06478e-02 2.88192e-03
2.85000e+00 -8.12157e-03 3.77288e-03
2.90000e+00 -4.97119e-03 4.42783e-03
2.95000e+00 -1.83126e-03 4.41927e-03
3.00000e+00 7.02450e-04 3.88110e-03
3.05000e+00 2.60497e-03 3.00198e-03
3.10000e+00 3.25540e-03 3.05603e-03
3.15000e+00 2.62980e-03 3.79802e-03
3.20000e+00 1.03985e-03 4.40011e-03
3.25000e+00 -1.04999e-03 4.46282e-03
3.30000e+00 -2.81504e-03 3.92691e-03
3.35000e+00 -3.70906e-03 3.18926e-03
3.40000e+00 -3.50016e-03 2.75476e-03
3.45000e+00 -2.12365e-03 2.82531e-03
3.50000e+00 -7.02664e-05 3.06833e-03
3.55000e+00 1.94959e-03 3.14305e-03
3.60000e+00 3.28694e-03 3.19317e-03
3.65000e+00 3.71609e-03 3.63202e-03
3.70000e+00 2.92863e-03 4.55058e-03
3.75000e+00 1.25930e-03 5.67542e-03
3.80000e+00 -7.21533e-04 6.62324e-03
3.85000e+00 -2.51079e-03 7.11249e-03
3.90000e+00 -3.64285e-03 7.00640e-03
3.95000e+00 -3.90900e-03 6.32925e-03
4.00000e+00 -3.41917e-03 5.29829e-03
4.05000e+00 -2.67177e-03 4.36517e-03
4.10000e+00 -1.90050e-03 4.12932e-03
4.15000e+00 -1.36443e-03 4.75683e-03
4.20000e+00 -1.15678e-03 5.67420e-03
4.25000e+00 -1.49944e-03 6.42846e-03
4.30000e+00 -1.85654e-03 6.80583e-03
4.35000e+00 -1.93361e-03 7.08323e-03
4.40000e+00 -1.50630e-03 7.79027e-03
